HITId,tweet,class,class2,rand
531,@user dança de mongol,1,1,0.320884983
3324,@user @user mais j' rigole sale juif,1,1,0.321018473
3840,@user @user quels renois rêvent dd ça!?,1,1,0.321455789
1569,bien joué mon mongol !!!!!,1,1,0.321691537
3386,@user mais wallah t'as grave raison mec je suis serieux s'en balec de ta vie nique ta mere sale feministe de pute,1,1,0.321714657
3907,@user qs s'est comme merkel et tous les autres en europe aime les migrants hommes seulement pour venir c… @url,1,1,0.321731561
659,@user je comprends pourquoi la plupart des gens disaient que j...etais arabe quand je streamais. nce genre d...emissio... @url,2,2,0.321743055
2419,#lheuredespros la gauchiste hystérique avec côté de l'idiot du village leclerc est à museler.....,1,1,0.322117543
229,paris: un centre d'hébergements pour réfugiés ouvre dans le 16e @url via @user… @url,2,2,0.322397034
765,@user il s’appelle adnan oktar il est en prison la ce mongol,1,1,0.322761832
2313,jsuis en larme mon tweet sur les rebeus ils tournent sur fb sur les groupes des turcs ça m’insulte en balle,1,1,0.323089132
2806,@user dla chema jcroi pa dla c zebi un mongol,1,1,0.323217124
692,je suis végétarien et voici ce que rencontre avec un éleveur mongol m'a fait réaliser sur l'écologie… @url,1,1,0.323331
3929,@user @user cette facon de s'exprimer d'un attarde mental c'est incroyable. vous etes une foutu honte,1,1,0.323574533
2283,il est possible de faire des mathématiques avec des chiffres arabes tandis qu'il en est pas autant facile avec les… @url,2,2,0.323628356
1990,@user @user @user j'ai vu flou,2,2,0.324177005
2727,sale arabe ! benoit — exactement @url,1,1,0.324251547
2987,j suis toujours demande pourquoi c est pas les renois qui se moquent de notre peau blanche??,1,1,0.324328811
3454,@user nan y’a pas que des renois sale grosse pute va,1,1,0.324372865
1040,@user @user lol putain l’ attardé,1,1,0.324516916
3389,@user mais encore ? un jour il faudra faire une étude sociologique sur le tropisme gauchiste / socialiste… @url,2,2,0.324555073
689,@user @user @user @user mais bordel t'es attardé ? goten avait le ssj dans ses genes c'e… @url,1,1,0.324602184
2477,@user 2.. je precise que je ne suis pas un islamo-gauchiste et je ne nie pas l'antisemitisme musulman bien plu @url,1,1,0.324898484
1185,elle vivait ça meilleur vie renois par ci renois par là ! le renois 1 avait rien dema… @url,2,2,0.325312594
816,j'aime une vidéo @user elle est contre l’avortement - cam clash à l'adresse @url,1,1,0.325383573
1440,en plus quand c des bougnouls ou des renoi c la maçonnerie et agent de sécurité quand c’est un noich elle lui propo… @url,0,1,0.325627519
3066,tu connais une personne avec de plus beaux pieds que les tiens ? — je ne m'attarde pas sur les pieds des gens @url,1,1,0.325691801
3190,@user avec la petite prime complotiste antisémite qui vient couronner la démonstration de l'islamiste radicalisée.,1,1,0.32571288
3041,fort interessant que ce soit gauchiste que de faire payer les pollueurs pour la pollution que leurs industries pr @url,1,1,0.325792417
2363,pas étonnant venant de cali gardien du fascisme gauchiste ! un gros crétin qui se prend pour un grand ! @url,1,1,0.32586095
3986,@user tu parles sans savoir encore une fois.. dans le virage nord t’as des renois des rebeu et t’as pas… @url,1,1,0.326054288
2537,À relire budget record | Évacuations en raison des pluies | moins de demandes mais plus de réfugiés @url,2,2,0.326640356
360,quand des experts arabes éclairent l'islam du xxème siècle &gt; dirigé par #arabiesaoudite + épuration la mecque nou… @url,2,2,0.32703472
14,@user @user @user alors pas du tous toi tu es vraiment attardé,1,1,0.327047915
358,mdrrrrr une meuf côté de moi elle est grave raciste elle dit  ouais ses potes c des renois ça m'étonne pas q… @url,2,2,0.327089994
40,peut s'attendre à des lendemains difficiles pour le royaume-uni si jeremy #corbyn islamo-gauchiste de la pir… @url,1,1,0.327878993
588,putain après faut pas s'étonner que les étrangers nous prennent pour des putain d'attardé @url,1,1,0.328565486
156,@user bouahahhaa il se branle sur les cosplay de sneaky cet attardé,2,2,0.329033017
667,@user peut-être un gauchiste ? @url,2,2,0.329114604
594,mbz à la tête des emirats arabes unis des moyens. mubadala son impressionnant fonds souverain et une pléthore… @url,2,2,0.329400461
931,@user c’est attardé qui dérange mais dans le font le même avis faire des photos dénudées déjà l… @url,1,1,0.330032576
2546,#belley - une jeune mère de famille convertie à l'islam condamnée à 5 ans de #prison ferme pour apologie du terrori… @url,1,1,0.330603578
1541,travaillez avec son daron c’est vraiment la zer wesh mes renois vous savez très bien de quoi je parle,1,1,0.330959078
1904,@user @user de toute façon c mort les rebeus deviennent des tepu jamais j aurais imaginé ça,1,1,0.331705562
103,@user pareil moi c est tout le temps de la violence genre j assisté à un meurtre,2,2,0.332041459
2495,ptdr ce mongol il veut s’approprier le terme pep genesio il rien inventé @url,1,1,0.332051266
3602,@user je crierais tjrs comme un mongol ne tqt pas theo,1,1,0.33227578
2066,@user @user et pourtant je dis ce que je vois chez de nombreux rebeus dans mon entourage et crois moi… @url,2,2,0.332693166
1376,@user @user @user je vais répondre encore une fois par un autre proverbe arabe: « le chameau ne… @url,1,1,0.33292624
666,@user vai dormir mongol,1,1,0.333320405
3528,@user @user intelligent ce bolsonaro il ne perd pas de temps avec la presse totalitaire bobo gauchiste et s... @url,1,1,0.333325028
2225,@user ils confirment que ahed soutient ( répétez après moi...) la resistance palestinienne nuance..les… @url,2,2,0.333588211
151,@user si vous voulez mon avis le patient mike doit canaliser tout son amour sous forme de violence...,2,2,0.333656598
1620,@user pk t'ouvre ta bouche alors sale menteur taime trop les renoi vu que toi mm ten est presque un mdrr,1,1,0.333954452
2888,le socio-financement découle d’un geste volontaire sans menace de violence le contraire de l’impôt.,1,1,0.334148738
330,@user @user @user eh (nn mais la ct pas le mongol ),1,1,0.33419037
213,@user @user @user ok mongol... range ta chambre.,1,1,0.334190665
3301,@user @user quel gros mongol l'autre avec son dimitri thauvin la putain.,1,1,0.334241924
3857,@user @user @user @user ah d’accord donc si t’es pas renoi ou rebeu tu ne peux pas donner… @url,2,2,0.33425909
2530,carai matheus eh mongol demais,2,2,0.334978006
1494,kamara &gt;&gt; le mongol à l'enceinte bluetooth,1,1,0.335251541
2662,le calvaire des migrants africains dans l’indifférence des dirigeants noirs !,1,1,0.335312536
1771,mariages renois toujours un daron avec un sifflet en mode c’est un arbitre,1,1,0.335347335
454,il vraiment une voix de mongol ça fume @url,1,1,0.335361667
1208,@user @user @user @user ouais super 2 renois sur 50 maghrébins,1,1,0.335516294
8,@user @user tu sais aussi pourquoi est au dessus ? parce que si veut demain bah ya plus d'ani... @url,2,2,0.335589332
676,loise mongol @url,1,1,0.335677976
2288,kkkkkkkkkkkkkkkk que mlq mongol @url,1,1,0.335678012
3133,splash sur les identitaires qui pensaient tomber sur un negro stupide vos mères @url,0,1,0.335869736
3358,@user @user il des millions de morts de la famine chaque annee mais tu veux laisser pourri... @url,2,2,0.336002086
2323,@user ce n'est pas du tout une ideologie gauchiste.. ce sont les libertaires (tres present au centre gauc @url,1,1,0.336813766
2329,l'angélisme de la réponse française au terrorisme,1,1,0.337037571
2223,c juste un mongol @url,1,1,0.337128896
2635,@user ce sale juif mdr ? nn,1,1,0.337921951
4009,@user vos twt rappel l'époque ou les journalistes traités de sale juif léon blum vous êtes fait du même bois...,1,1,0.338058673
1148,il est contre l’avortement fin qd g parler de certains trucs il m’a dit que d’accord il préférait avorter que un en… @url,2,2,0.338081004
1910,@user @user tu veux pas lancer un gorafiep mais gauchiste avec moi ?,1,1,0.338502509
2456,@user qui connaissait ce militant de la cause animale esteban qui tué en se défendant un jeune gauchiste no… @url,2,2,0.338535887
2958,mdr les rebeus de france pas l’occasion de manger des petit four vous êtes bien aux usa @url,2,2,0.338718755
3089,@user bien sûr qu’il fait exprès c’est un mongol. sur l’échelle de la galerance il est à 11/10,1,1,0.338899371
3866,@user merci theo aka brainless connu sous le pseudonyme du plus beau de tous les rebeus ..,2,2,0.33896947
3843,@user @user @user @user @user @user @user bah va dormir si t'a pas que ca à foutre mongol,1,1,0.339106946
1954,@user mois bi dara bakhoussi il nous attarde tout simplement niou meuna teudj année bi,1,1,0.339424544
3123,c qui le mongol qui oublié d’éteindre ses veilleuse ??,2,2,0.339647152
3490,@user @user @user monsieur le mongol n'a pas de burnes ?,1,1,0.340311164
1425,safe challenge 20 &amp; 21 octobre à la paillasse #incivilités sentiment d’#insécurité #harcèlement de rue dans les… @url,1,1,0.340351987
1588,@user corrente de mongol,2,2,0.340608132
4011,@user j’ai que des rebeus en demande d’amis aussi,2,2,0.34062746
2536,les arabes vont dire c’est l’oeil des gens @url,0,1,0.341013692
715,@user @user @user @user si vous êtes cohérent avec vous même cela signifie que vous êtes contre l'avortement .,2,2,0.34202371
1054,ils s’attaquent aux militants et militantes laïques en utilisant des méthodes de terrorisme intellectuel et vu qu’i… @url,1,1,0.342043318
2585,le revers de la medaille dommage c'est pas un renois qui la goumer @url,1,1,0.342470177
801,le tueur n'Était pas anti-trump. anti-trump: dire que trump va trop loin. le tueur pensait qu'il n'allait pas assez… @url,1,1,0.342514515
1914,@user @user nan à la limite lui aide les autres il tweet pas comme un attardé,1,1,0.34259557
3373,@user il faut effectivement penser globalement et lier le terrorisme l'intégrisme musulman la radicalisation… @url,2,2,0.342893308
525,elle fait le point.nregarde ou elle en estns'attarde sur les virgulesnouvre des parenthesesnle trema de naeve se ch @url,2,2,0.342978651
1259,@user faux nul zéro la majorité ne sont pas arabes,2,2,0.343237151
1510,@user @user @user mdr le club qui le plus de footix attardé c ton club mdr le club le plus corrompu de l histoire,1,1,0.343450959
1629,@user @user surement un gauchiste,1,1,0.343542953
3541,@user @user @user n'empeche tu te prends la tete sur un attarde ca fait mal..,1,1,0.344229718
2934,qu’ils demandent aux « réfugiés «  ils ont des i-phone.... @url,1,1,0.344252031
46,@user @user l'état civil chez les renois c'est en option aussi.,2,2,0.345105291
544,@user @user mdr sa ces les excuses prend le train et viens j’ai le temps m’attarde avec un minus de 16… @url,2,2,0.346717222
3607,@user @user @user peut aussi dire qu'on est totalement menacé de submersion invasion is… @url,2,2,0.346755386
2432,donc j’étais dans le métro en train de coller mon nez contre mon écran comme un putain d’attardé seul avec frust… @url,1,1,0.346847842
2864,@user si vous arrivez m'expliquer ce qu'est l'extreme droite sans les lieux communs et la propagande gauchiste ca m...interesse,2,2,0.346919855
1888,@user si t’es féministe tu défends chacun des droits de la femme même celui de rester à la maison s’occuper des… @url,2,2,0.34736682
3136,chez bcp trop d'arabes aussi et ils sont tellement occasionnellement ds mes cercles que la questi…,2,2,0.347433614
2799,@user et vu qu'il vient du maroc il est certainement affilier aux djihadistes. n'est ce pas un parfais islamo ga… @url,1,1,0.347494286
3108,À tous ceux qui feignent de découvrir que derrière #jupiter se cache un adolescent attardé et que son élection pl… @url,1,1,0.347760005
3248,@user @user argumentaire d'ado attardé pp de bouffon falsification de l'histoire fantasme sur l'his… @url,1,1,0.34785838
1994,rt @user @user l extreme droite est un fantasme gauchiste. elle n existe que dans la tete des gauchiasses qui raisonnent co,1,1,0.348190145
1800,@user je sens une pointe vers la derive gauchiste ici hehe,2,2,0.348724781
1401,meilleur scenario sont ceux des arabes. ils bz direct sans préliminaires mdrrr @url,1,1,0.348768898
1696,je suis pas contre mais l'avortement est un homicide j'ai suffoqué pttdddrrrrr,1,1,0.349353302
2834,@user c’était sur qu’un mongol allait faire la réflexion,1,1,0.34953511
2747,@user tu ete plus que respectueux les autres beaucoup moins !,2,2,0.350045085
263,#grèce: les transferts de réfugiés et migrants vers le continent s’accélèrent.,1,1,0.350184992
1126,l’expulsion des migrants africains en question @url,1,1,0.350232438
1220,Ça enlevez ça localisation pour allez voir renois1 et pcq elle ce localise avec renois 2 vu que y’a pas trop de con… @url,0,1,0.350512135
3991,@user @user lécheur de babouches... ah ces #whitegaucho un jour les rebeus vont tous les mettre à l'amende...,1,1,0.350756397
2093,mdr je dois prendre le train taleur en plus j’vais rigoler tout seul comme un attardé en repensant à la vidéo,1,1,0.350886975
3583,wesh le cameraman il cssse les couilles filmé le gros porc de rebeus hagrid qui remplace simeone #asmatl,0,1,0.350994409
2803,c'est marrant c'est toujours les ménopausées et les hommes contre l'avortement @url,2,2,0.351099567
2955,l'imaginaire du #chant #diphonique #mongol et #sonores de #flûte henri tournier &amp; enkhjargal dandarvaanchig souffl… @url,2,2,0.351976549
3778,@user jviens de te follow sale juif,1,1,0.35259262
1973,@user @user @user avez vous déjà été traité de bougnoule negro sale juif ? quelle serait votre réaction ?,2,2,0.352624468
1741,tu manques gros #anthony a. — si tu étais renseigné il est dans classe mongol @url,1,1,0.352657249
1364,@user matt groening serait une pute gauchiste ?,1,1,0.352749093
1660,@user @user @user @user @user c'est toi l'attardé mental connard! et en plus illettré co… @url,1,1,0.352789429
380,@user @user @user @user @user va te faire soigner l'attardé.,1,1,0.352842725
284,wallah wallah axel il est trop marrant ce mongol il régale,1,1,0.353200409
136,@user tkt ses des mongol,1,1,0.353335822
2057,@user si un de mes potes renois m’appellent negre je m’en fous il est noir tout comme moi mais si alin le di… @url,1,1,0.354131535
